14. Przemysł i magazyny,1
"wiaty, najprostsze magazyny, portiernie",12
"magazyny, proste budynki warsztatowe, zajezdnie środków transportu, myjnie itp.",23
"proste budynki produkcyjne, magazyny zmechanizowane, stacje sprężarek itp.",34
"hale produkcyjne z zapleczem magazynowym i socjalnym, ko-tłownie wysokoparametrowe, stacje uzdatniania wody, proste oczyszczalnie ścieków",45
"złożone hale produkcyjne, wytwórnie farb, drukarnie, tłocznie, budynki utylizacji odpadów, duże oczyszczalnie ścieków, budynki zagrożone wybuchem, promieniowaniem jonizującym itp.",56
"unikalne budynki przemysłowe o najwyższych wymaganiach technologicznych, instalacyjnych, konstrukcyjnych i wykończeniowych – obiekty techniki jądrowej, clean-roomy itp.",60
