05. Oświata,1
"przedszkola, internaty bez części żywieniowej i sportowej",34
"szkoły podstawowe z częścią żywieniową lub/i sportową, internaty z częścią żywieniową lub/i sportową",45
"gimnazja, licea, szkoły zawodowe z warsztatami i/lub laboratoriami",45
